Form,LEFT_HIP_x,LEFT_HIP_y,RIGHT_HIP_x,RIGHT_HIP_y,LEFT_KNEE_x,LEFT_KNEE_y,RIGHT_KNEE_x,RIGHT_KNEE_y,LEFT_ANKLE_x,LEFT_ANKLE_y,RIGHT_ANKLE_x,RIGHT_ANKLE_y
proper,2.767441801947256,2.233529871555013,2.0874419762755094,2.24695231419913,2.8663305864838406,3.0231446406663585,2.0957070072558435,3.0107710438654607,2.916434792149723,3.5730482145094853,2.0314735443216567,3.583577686750876
proper,2.7406561040371167,2.2167634441697897,2.065772281856,2.2279141491285626,2.8410384492972125,2.9907872271675537,2.040758783247865,2.9881714150997047,2.8941825507497354,3.5465865243961603,2.00646603082299,3.548458272688263
proper,2.688762798197289,2.1798842141713233,2.0251206242918296,2.1892320252426565,2.7940617540401647,2.9309365469424447,1.9996288433748124,2.939414726098919,2.8453489550310036,3.4930525620497925,1.9663286755589768,3.4903203952492725
proper,2.638511685795993,2.143233826976483,1.9839012543133283,2.1506147258992887,2.7339283281562357,2.8798458427472284,1.9457768429538393,2.887979771372529,2.7888421241161345,3.4297320869694294,1.9236524075511294,3.427337978787927
proper,2.621440857000757,2.133312051419048,1.9695932535499376,2.1386349423869295,2.706474515304946,2.861852693238261,1.9252144913400364,2.873072586679379,2.770793864710636,3.410051737238548,1.90399751338334,3.4057671907976466
proper,2.608831131282291,2.128174330562691,1.956683764775165,2.1328366460720547,2.6922760345433168,2.8529489454151973,1.9138709696765088,2.8615759390031847,2.749970194093423,3.3976863659883794,1.891382991874313,3.3910813240225766
proper,2.5956697537631634,2.1228210624873585,1.94733116588017,2.126873583892486,2.673125917152184,2.841298177957885,1.9065952672508686,2.8487483251370644,2.7293632350941057,3.3791590225062995,1.8783639594213561,3.373386123193365
proper,2.634319296021839,2.1556999844929066,1.9772259524062297,2.160769793888442,2.707456868602749,2.885753545965907,1.9378825948196534,2.8932128176600287,2.770883009426136,3.4320424009760657,1.905280301537482,3.425725345567937
proper,2.630428371677608,2.1531519277141773,1.9744089226176362,2.157716188019373,2.7001831360191044,2.8816838019657194,1.93636689840088,2.8885758681144673,2.7653150888547176,3.4269471092749475,1.8999963886823767,3.4166889964586624
proper,2.616776475755581,2.141978859640767,1.962855813331319,2.1451704755340435,2.6821861848161155,2.869345384286995,1.9260082645895842,2.878447415907195,2.7489588768190845,3.4168795668738174,1.881725651062923,3.4041334548861806
proper,2.6113040027931413,2.138865366394858,1.9586523323757143,2.143011681270103,2.676677429082308,2.863221412406878,1.9197445022929722,2.8721890535812,2.7429993036263163,3.409443230767725,1.8783131019591843,3.3931983371965577
proper,2.6155905852504175,2.1415241844267214,1.9618273410515712,2.146146414180214,2.6809032816903953,2.866551768587834,1.9230058239479586,2.8760093238276605,2.74508405025915,3.4140436839062653,1.8814594597282317,3.396663779243859
proper,2.6128165639454526,2.1391797166957187,1.9595747271539805,2.143919231015481,2.677418161242797,2.861181133993225,1.918381151893625,2.8729196220099404,2.740242118789542,3.4108243120472697,1.8797096906525088,3.3923678164103896
proper,2.6140754197643976,2.1399311058266712,1.9605350247273177,2.144514351631236,2.6776769541966523,2.8625384947326267,1.9176205698501263,2.8742706193022105,2.7407122918202735,3.41260899921611,1.880848262607538,3.3940650518684463
proper,2.622205687030895,2.146640976142738,1.9664053809692499,2.1505095585304828,2.6862965180097205,2.8715996761432323,1.9224619030914611,2.8835894818660215,2.7491727189272983,3.423294700092483,1.8868607514203861,3.4048082028482445
proper,2.604876693213948,2.1312625411333683,1.956608980552783,2.137860259989512,2.671495519187156,2.856939877674264,1.9101132756878236,2.8702144840115227,2.7349936151384777,3.409851839630508,1.8747430490898258,3.391477001839768
