Form,LEFT_HIP_x,LEFT_HIP_y,RIGHT_HIP_x,RIGHT_HIP_y,LEFT_KNEE_x,LEFT_KNEE_y,RIGHT_KNEE_x,RIGHT_KNEE_y,LEFT_ANKLE_x,LEFT_ANKLE_y,RIGHT_ANKLE_x,RIGHT_ANKLE_y
1_incorrect,0.5728244185447693,0.5714951753616333,0.40740081667900085,0.5626339316368103,0.6224642395973206,0.7297924757003784,0.3288953900337219,0.7257716655731201,0.6406471729278564,0.8659589290618896,0.2937210500240326,0.8600404262542725
1_incorrect,0.5736953616142273,0.5732080340385437,0.40834668278694153,0.5652457475662231,0.6257646083831787,0.7299346327781677,0.3289107382297516,0.7233776450157166,0.6402296423912048,0.8659471869468689,0.29505428671836853,0.8577247858047485
1_incorrect,0.5753563046455383,0.5747278332710266,0.409515917301178,0.567396879196167,0.6339811682701111,0.7291532754898071,0.3295661509037018,0.7205544114112854,0.6393873691558838,0.8642822504043579,0.29646965861320496,0.855584979057312
1_incorrect,0.5749740600585938,0.5786246657371521,0.4095872640609741,0.5711990594863892,0.6381081938743591,0.7298646569252014,0.32881268858909607,0.7206770777702332,0.6392089128494263,0.8641196489334106,0.29665669798851013,0.8555233478546143
1_incorrect,0.5743435025215149,0.5811424255371094,0.4100773334503174,0.5750003457069397,0.6443278789520264,0.7298702001571655,0.32705503702163696,0.7207220196723938,0.6392772197723389,0.8629820346832275,0.2967417538166046,0.8544697165489197
1_incorrect,0.5731496214866638,0.5879055857658386,0.41076210141181946,0.5827827453613281,0.6492362022399902,0.7298698425292969,0.3243890702724457,0.7226859331130981,0.6392821669578552,0.8620612621307373,0.2965153157711029,0.8545227646827698
1_incorrect,0.5719011425971985,0.5928232669830322,0.41076144576072693,0.588736891746521,0.6523215770721436,0.729865312576294,0.3235991895198822,0.7237161993980408,0.64021897315979,0.8620957732200623,0.29625022411346436,0.8561202883720398
1_incorrect,0.5692813396453857,0.6015599370002747,0.4107194244861603,0.5958782434463501,0.6582072973251343,0.7317783236503601,0.3207382559776306,0.7289001941680908,0.6404389142990112,0.8620908260345459,0.29624253511428833,0.8564115166664124
1_incorrect,0.5647910237312317,0.6099357604980469,0.40846750140190125,0.6034987568855286,0.660182774066925,0.736178994178772,0.32019543647766113,0.732243001461029,0.6403748393058777,0.8621169328689575,0.29601261019706726,0.8562685251235962
1_incorrect,0.5609624981880188,0.615188479423523,0.40755873918533325,0.6093682050704956,0.6613852381706238,0.7380514740943909,0.31957513093948364,0.7340982556343079,0.6402655243873596,0.8623700737953186,0.29606893658638,0.8563439846038818
